序号,股票代码,股票简称,公司名称,省份,城市,主营业务收入(201712),净利润(201712),员工人数,上市日期,招股书,公司财报,行业分类,产品类型,主营业务
103,501,鄂武商A,武汉武商集团股份有限公司,武汉市,江汉区,181.22亿,12.41亿,9376,1992-11-20,--,,百货,主营业务:商业零售及批发业务,商业零售及批发业务
104,502,绿景控股,绿景控股股份有限公司,广州市,海珠区,2206.13万,-8477.38万,133,1992-11-23,--,,房地产开发,主营业务:从事房地产开发及物业管理业务,从事房地产开发及物业管理业务
105,503,国新健康,国新健康保障服务集团股份有限公司,海口市,龙华区,1.84亿,-29.97万,1157,1992-11-30,--,,电子商务B2B,主营业务:医药电子商务、医疗福利管理等,医药电子商务、医疗福利管理等
106,504,*ST生物,南华生物医药股份有限公司,长沙市,天心区,6739.30万,-3624.92万,351,1992-12-08,--,,节能环保,主营业务:生物医药、节能环保,生物医药、节能环保
107,505,京粮控股,海南京粮控股股份有限公司,海口市,龙华区,79.18亿,2.09亿,2971,1992-12-21,--,,房地产开发,主营业务:植物油加工及食品制造。,植物油加工及食品制造。
108,506,中润资源,中润资源投资股份有限公司,济南市,历下区,7.69亿,-4.75亿,1500,1993-03-12,--,,黄金,主营业务:矿业投资与房地产开发,矿业投资与房地产开发
109,507,珠海港,珠海港股份有限公司,珠海市,珠海市,19.60亿,1.66亿,2420,1993-03-26,--,,港口,主营业务:港口及其配套设施的项目投资；电力项目投资；玻璃纤维制品项目投资；饮料项目投资；化工原料及化工产品项目投资。,港口及其配套设施的项目投资；电力项目投资；玻璃纤维制品项目投资；饮料项目投资；化工原料及化工产品项目投资。
110,509,*ST华塑,华塑控股股份有限公司,南充市,顺庆区,22.41亿,1237.43万,62,1993-05-07,--,,其他建材,主营业务:园林工程、大宗商品贸易。,园林工程、大宗商品贸易。
111,510,新金路,四川新金路集团股份有限公司,德阳市,旌阳区,17.28亿,4228.80万,2485,1993-05-07,--,,氯碱,主营业务:从事PCV树脂和烧碱的生产与销售,从事PCV树脂和烧碱的生产与销售
112,511,烯碳退,银基烯碳新材料集团股份有限公司,沈阳市,沈河区,24.12亿,1.07亿,160,1993-05-18,--,,非金属新材料,"主营业务:石墨类产品、石墨烯及纳米碳、碳素类产品、耐火材料、活性碳类产品、烯碳新材料、稀土碳基复合材料、矿产品、金属和非金属材料销售(不含危险化学品),烯碳新材料技术开发和技术转让,城市基础设施投资等。","石墨类产品、石墨烯及纳米碳、碳素类产品、耐火材料、活性碳类产品、烯碳新材料、稀土碳基复合材料、矿产品、金属和非金属材料销售(不含危险化学品),烯碳新材料技术开发和技术转让,城市基础设施投资等。"
113,513,丽珠集团,丽珠医药集团股份有限公司,珠海市,金湾区,85.31亿,44.88亿,9019,1993-10-28,--,,化学制剂,主营业务:研究、开发、生产和销售医药产品。,研究、开发、生产和销售医药产品。
114,514,渝开发,重庆渝开发股份有限公司,重庆市,渝中区,10.41亿,9849.10万,766,1993-07-12,--,,房地产开发,主营业务:主要从事房地产开发、房屋销售及租赁、物业管理、会展经营、酒店经营管理、市政工程代理。,主要从事房地产开发、房屋销售及租赁、物业管理、会展经营、酒店经营管理、市政工程代理。
115,516,国际医学,西安国际医学投资股份有限公司,西安市,碑林区,40.60亿,1.90亿,6225,1993-08-09,--,,百货,主营业务:大健康医疗服务和现代医学技术转化应用,大健康医疗服务和现代医学技术转化应用
116,517,荣安地产,荣安地产股份有限公司,宁波市,海曙区,42.64亿,5.42亿,1595,1993-08-06,--,,房地产开发,主营业务:从事房地产开发、经营；物业服务；建设工程承包等,从事房地产开发、经营；物业服务；建设工程承包等
117,518,四环生物,江苏四环生物股份有限公司,无锡市,江阴市,3.46亿,1065.03万,331,1993-09-08,--,,生物医药,主营业务:药品、保健品的研发、生产和销售,药品、保健品的研发、生产和销售
118,519,中兵红箭,中兵红箭股份有限公司,湘潭市,湘潭市,47.75亿,1.20亿,8342,1993-10-08,--,,超硬材料,主营业务:超硬材料及其制品和内燃机配件的研发、生产、销售,超硬材料及其制品和内燃机配件的研发、生产、销售
119,520,长航凤凰,长航凤凰股份有限公司,武汉市,江汉区,8.32亿,5081.98万,293,1993-10-25,--,,航运,主营业务:从事干货运输,从事干货运输
120,521,长虹美菱,长虹美菱股份有限公司,合肥市,蜀山区,167.97亿,3609.45万,--,1993-10-18,--,,冰箱、空调,主营业务:冰箱、冰柜、空调、洗衣机白色家电产品研发、生产与销售。,冰箱、冰柜、空调、洗衣机白色家电产品研发、生产与销售。
序号,股票代码,股票简称,公司名称,省份,城市,主营业务收入(201712),净利润(201712),员工人数,上市日期,招股书,公司财报,行业分类,产品类型,主营业务
121,523,广州浪奇,广州市浪奇实业股份有限公司,广州市,天河区,118.11亿,3379.96万,1055,1993-11-08,--,,洗涤产品,主营业务:日化产品的生产及化工原材料的生产和销售,日化产品的生产及化工原材料的生产和销售
122,524,岭南控股,广州岭南集团控股股份有限公司,广州市,越秀区,63.92亿,1.85亿,6116,1993-11-18,--,,餐饮,主营业务:酒店管理业务、酒店经营业务、出租车与租赁车业务,酒店管理业务、酒店经营业务、出租车与租赁车业务
123,525,红太阳,南京红太阳股份有限公司,南京市,高淳区,50.72亿,7.23亿,3599,1993-10-28,--,,农药,主营业务:原药和制剂产品的生产销售、化肥生态肥的销售,原药和制剂产品的生产销售、化肥生态肥的销售
124,526,紫光学大,厦门紫光学大股份有限公司,厦门市,湖里区,28.12亿,2258.00万,14098,1993-11-01,--,,教育培训,主营业务:教育培训服务,教育培训服务
125,528,柳工,广西柳工机械股份有限公司,柳州市,柳南区,119.39亿,3.69亿,9807,1993-11-18,--,,工程机械,主营业务:装载机、挖掘机、起重机、压路机、叉车、平地机、推土机、铣刨机、摊铺机、滑移装载机、挖掘装载机等工程机械及配件的生产、销售，以及融资租赁业务,装载机、挖掘机、起重机、压路机、叉车、平地机、推土机、铣刨机、摊铺机、滑移装载机、挖掘装载机等工程机械及配件的生产、销售，以及融资租赁业务
126,529,广弘控股,广东广弘控股股份有限公司,广州市,天河区,23.06亿,1.56亿,1647,1993-11-18,--,,肉制品,主营业务:肉类食品供应和教育出版物发行,肉类食品供应和教育出版物发行
127,530,冰山冷热,冰山冷热科技股份有限公司,大连市,沙河口区,20.80亿,2.05亿,1582,1993-12-08,--,,制冷空调设备,主营业务:工业制冷、食品冷冻冷藏、中央及商用空调以及制冷部件等制冷设备的生产和安装。,工业制冷、食品冷冻冷藏、中央及商用空调以及制冷部件等制冷设备的生产和安装。
128,531,穗恒运A,广州恒运企业集团股份有限公司,广州市,萝岗区,29.65亿,2.02亿,1185,1994-01-06,--,,火电,主营业务:电力、热力的生产和销售,电力、热力的生产和销售
129,532,华金资本,珠海华金资本股份有限公司,珠海市,香洲区,4.79亿,6476.27万,610,1994-01-03,--,,电子零部件,主营业务:从事投资与资产管理、电子设备制造、电子器件制造、水质净化等业务。,从事投资与资产管理、电子设备制造、电子器件制造、水质净化等业务。
130,533,顺钠股份,广东顺钠电气股份有限公司,佛山市,顺德区,82.67亿,6662.72万,1279,1994-01-03,--,,厨卫电器,主营业务:输配电设备业务、供应链管理业务,输配电设备业务、供应链管理业务
131,534,万泽股份,万泽实业股份有限公司,汕头市,龙湖区,2.55亿,7720.06万,861,1994-01-10,--,,房地产开发,主营业务:微生态制剂、高温合金的研发、生产及销售,微生态制剂、高温合金的研发、生产及销售
132,536,*ST华映,华映科技(集团)股份有限公司,福州市,马尾区,48.89亿,1.98亿,3300,1993-11-26,--,,显示器件,主营业务:从事新型平板显示器件、液晶显示屏、模组及零部件的研发、设计、生产、销售和售后服务。,从事新型平板显示器件、液晶显示屏、模组及零部件的研发、设计、生产、销售和售后服务。
133,537,广宇发展,天津广宇发展股份有限公司,天津市,滨海新区,216.43亿,22.18亿,2251,1993-12-10,--,,房地产开发,主营业务:房地产开发与销售,房地产开发与销售
134,538,云南白药,云南白药集团股份有限公司,昆明市,呈贡区,243.15亿,31.33亿,--,1993-12-15,--,,中药生产,主营业务:制造和销售以云南白药系列产品和天然植物药系列产品为主的各类药品。,制造和销售以云南白药系列产品和天然植物药系列产品为主的各类药品。
135,539,粤电力A,广东电力发展股份有限公司,广州市,天河区,266.44亿,11.38亿,6688,1993-11-26,--,,火电,主营业务:主要从事电力项目的投资、建设和经营管理，电力的生产和销售业务,主要从事电力项目的投资、建设和经营管理，电力的生产和销售业务
136,540,中天金融,中天金融集团股份有限公司,贵阳市,贵阳市,172.64亿,21.44亿,--,1994-02-02,--,,房地产开发,主营业务:房地产及金融业务,房地产及金融业务
137,541,佛山照明,佛山电器照明股份有限公司,佛山市,禅城区,38.00亿,7.46亿,7541,1993-11-23,--,,照明设备,主营业务:照明产品的生产、研发和销售,照明产品的生产、研发和销售
138,543,皖能电力,安徽省皖能股份有限公司,合肥市,包河区,122.07亿,7929.25万,3498,1993-12-20,--,,火电,主营业务:从事投资建设、经营管理以电力生产为主的能源项目,从事投资建设、经营管理以电力生产为主的能源项目
139,544,中原环保,中原环保股份有限公司,郑州市,金水区,9.76亿,3.23亿,1584,1993-12-08,--,,污水处理,主营业务:城市污水处理和集中供热业务,城市污水处理和集中供热业务
140,545,金浦钛业,金浦钛业股份有限公司,吉林市,昌邑区,17.41亿,1.66亿,1006,1993-12-15,--,,其他化学原料,主营业务:钛白粉生产及销售,钛白粉生产及销售
序号,股票代码,股票简称,公司名称,省份,城市,主营业务收入(201712),净利润(201712),员工人数,上市日期,招股书,公司财报,行业分类,产品类型,主营业务
141,546,金圆股份,金圆环保股份有限公司,长春市,朝阳区,50.73亿,4.02亿,3403,1993-12-15,--,,水泥,主营业务:以水泥、商砼业务为核心的建材产业和以固(危)废处置为核心的环保产业两大业务板块。,以水泥、商砼业务为核心的建材产业和以固(危)废处置为核心的环保产业两大业务板块。
142,547,航天发展,航天工业发展股份有限公司,福州市,台江区,24.91亿,3.19亿,2326,1993-11-30,--,,通信传输设备,主营业务:电子蓝军、指控通信、电磁安防和发电设备四大主营业务,电子蓝军、指控通信、电磁安防和发电设备四大主营业务
143,548,湖南投资,湖南投资集团股份有限公司,长沙市,芙蓉区,9.71亿,1.22亿,811,1993-12-20,--,,高速公路,主营业务:路桥收费、酒店经营和房地产开发、现代物业管理,路桥收费、酒店经营和房地产开发、现代物业管理
144,550,江铃汽车,江铃汽车股份有限公司,南昌市,青云谱区,313.46亿,6.91亿,14788,1993-12-01,--,,商用车,主营业务:生产和销售商用车、SUV以及相关的零部件,生产和销售商用车、SUV以及相关的零部件
145,551,创元科技,创元科技股份有限公司,苏州市,虎丘区,25.91亿,1.35亿,2636,1994-01-06,--,,综合,主营业务:洁净环保工程及设备、输变电高压瓷绝缘子、滚针轴承、各类光机电算一体化测绘仪器、各类磨料磨具等产品的生产经营,洁净环保工程及设备、输变电高压瓷绝缘子、滚针轴承、各类光机电算一体化测绘仪器、各类磨料磨具等产品的生产经营
